name,sample_text,lang_code,asjp-name,wals_family,ethnologue_family,glottolog_family,asjp_num,latitude,longitude,num_speakers,wals_code,iso_code,country,continent,top_level_family,manual_edit,wikipedia_link,ethnologue_link
Tagalog (Tagalog Script),"ᜀᜅ ᜎᜑᜆ᜔ ᜅ ᜆᜂᜌ᜔ 
ᜁᜐᜒᜈᜒᜎᜅ ᜈ ᜋᜎᜌ ᜀᜆ᜔ ᜉᜈ᜔ᜆᜌ᜔ ᜉᜈ᜔ᜆᜌ᜔ ᜐ ᜃᜇᜅᜎᜈ᜔ ᜀᜆ᜔ ᜋ᜔ᜄ ᜃᜇᜓᜉᜆᜈ᜔᜶ ᜐᜒᜎᜌ᜔ 
ᜉᜒᜈᜄ᜔ᜃᜎᜓᜊᜈ᜔ ᜅ ᜃᜆ᜔ᜏᜒᜇᜈ᜔ ᜀᜆ᜔ ᜊᜓᜇ᜔ᜑᜒ ᜀᜆ᜔ ᜇᜉᜆ᜔ ᜋᜄ᜔ᜉᜎᜄᜌᜈ᜔ ᜀᜅ ᜁᜐᜆ᜔ ᜁᜐ ᜐ ᜇᜒᜏ ᜅ 
ᜉᜄ᜔ᜃᜃᜉᜆᜒᜇᜈ᜔᜶",tl-Tglg,MARINDUQUE_TAGALOG,An.GREATER_CENTRAL_PHILIPPINE,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Tagalog","Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Tagalogic,Tagalog-Filipino}",1,15,121,25536380,tag,tgl,PHL,Asia,Austronesian,,Tagalog_language,
Tajiki,"Тамоми одамон озод ва аз 
лиҳози шарафу ҳуқуқ ба ҳам баробар ба дунё меоянд. Онҳо соҳиби ақлу 
виҷдонанд ва бояд бо якдигар муносибати бародарона дошта бошанд.",tg,TAJIK,IE.IRANIAN,"Indo-European,Indo-Iranian,Iranian,Western,Southwestern,Persian","Indo-European,ClassicalIndo-European,Indo-Iranian,Iranian,SouthwesternIranian,Middle-ModernPersian,ModernSouthwesternIranian,Farsic-CaucasianTat,Farsic,EasternFarsic,Tajikic}",1,38.4,70,8132320,taj,tgk,TJK,Asia,Indo-European,,Tajiki_language,
"Tamang, Eastern","म्होक्कोन (गोदोप) नोन 
म्हीम केपान्हापा हेन्छे नुन हाङपाङवा (स्वतन्त्र) याङवा हीन्ना । थे 
म्होक्कोनला (गोदोपला) च्योच्यो याङताम थेन महत्व मुला । थेनीकादेरी सेमबाङ
 (विचार शक्ति) देन थु-सेमसाङ मुबासे थेनीजुगुसे ह्राङन्हाङरी नुन थेत्माला
 सेमलेङमोग्याम्से (भवनाबाट) ग्ये लातोबान मुला ।",taj,TAMANG,ST.BODIC,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Bodish,WestBodish,Gurung-Tamang,Tamang","Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,NuclearTamang}",1,28,85.25,1200200,tam,taj,NPL,Asia,Sino-Tibetan,,Eastern_Tamang,
"Tamazight, Central Atlas (Latin)","Imdanen, akken ma llan 
ttlalen d ilelliyen msawan di lḥweṛma d yizerfan- ghur sen tamsakwit d
 lâquel u yessefk ad-tili tegmatt gar asen.",tzm,FIGUIG,AA.BERBER,"Afro-Asiatic,Berber,Northern,Atlas","Afro-Asiatic,Berber,Kabyle-AtlasBerber,AtlasBerber}",1,32.5,-1.5,4740000,bma,tzm,MAR,Africa,Afro-Asiatic,,Central_Atlas_Tamazight,
"Tamazight, Central Atlas (Tifinagh)","ⵉⵎⴷⴰⵏⴻⵏ, ⴰⴽⴽⴻⵏ
 ⵎⴰ ⵍⵍⴰⵏ ⵜⵜⵍⴰⵍⴻⵏ ⴷ ⵉⵍⴻⵍⵍⵉⵢⴻⵏ ⵎⵙⴰⵡⴰⵏ ⴷⵉ ⵍⵃⵡⴻⵕⵎⴰ ⴷ ⵢⵉⵣⴻⵔⴼⴰⵏ-ⵖⵓⵔ ⵙⴻⵏ 
ⵜⴰⵎⵙⴰⴽⵡⵉⵜ ⴷ ⵍⴰⵇⵓⴻⵍ ⵓ ⵢⴻⵙⵙⴻⴼⴽ ⴰⴷ-ⵜⵉⵍⵉ ⵜⴻⴳⵎⴰⵜⵜ ⴳⴰⵔ ⴰⵙⴻⵏ.",tzm-Tfng,FIGUIG,AA.BERBER,"Afro-Asiatic,Berber,Northern,Atlas","Afro-Asiatic,Berber,Kabyle-AtlasBerber,AtlasBerber}",1,32.5,-1.5,4740000,bma,tzm,MAR,Africa,Afro-Asiatic,,Central_Atlas_Tamazight,
Tamil,"மனிதப் பிறிவியினர் சகலரும்
 சுதந்திரமாகவே பிறக்கின்றனர்; அவர்கள் மதிப்பிலும், உரிமைகளிலும் 
சமமானவர்கள், அவர்கள் நியாயத்தையும் மனச்சாட்சியையும் இயற்பண்பாகப் 
பெற்றவர்கள். அவர்கள் ஒருவருடனொருவர் சகோதர உணர்வுப் பாங்கில் 
நடந்துகொள்ளல் வேண்டும்.",ta,TAMIL,Dra.DRAVIDIAN,"Dravidian,Southern,Tamil-Kannada,Tamil-Kodagu,Tamil-Malayalam,Tamil","Dravidian,SouthDravidian,SouthDravidianI,Tamil-Kannada,Tamil-Kota,Tamil-Toda,Tamil-Irula,Tamil-Kodagu,Tamil-Malayalam,Tamiloid,Tamil-Paliyan}",1,11,78.5,77456100,tml,tam,IND,Asia,Dravidian,,Tamil_language,
Tamil (Sri Lanka),"மனிதப் பிறிவியினர் 
சகலரும் சுதந்திரமாகவே பிறக்கின்றனர்; அவர்கள் மதிப்பிலும், உரிமைகளிலும் 
சமமானவர்கள், அவர்கள் நியாயத்தையும் மனச்சாட்சியையும் இயற்பண்பாகப் 
பெற்றவர்கள். அவர்கள் ஒருவருடனொருவர் சகோதர உணர்வுப் பாங்கில் 
நடந்துகொள்ளல் வேண்டும்.",ta-LK,TAMIL,Dra.DRAVIDIAN,"Dravidian,Southern,Tamil-Kannada,Tamil-Kodagu,Tamil-Malayalam,Tamil","Dravidian,SouthDravidian,SouthDravidianI,Tamil-Kannada,Tamil-Kota,Tamil-Toda,Tamil-Irula,Tamil-Kodagu,Tamil-Malayalam,Tamiloid,Tamil-Paliyan}",1,11,78.5,77456100,tml,tam,IND,Asia,Dravidian,,Tamil_language,
Tatar,"Барлык кешеләр дә азат һәм
 үз абруйлары һәм хокуклары ягыннан тиң булып туалар. Аларга акыл һәм 
вөҗдан бирелгән һәм бер-берсенә карата туганарча [туганнарча] 
мөнәсәбәттә булырга тиешләр.",tt,KAZAN_TATAR,Alt.TURKIC,"Turkic,Western,Uralian","Turkic,CommonTurkic,Kipchak,NorthKipchak}",1,56,49.5,5286350,tmi,tat,RUS,Europe,Turkic,,Tatar_language,
Telugu,"ప్రతిపత్తిస్వత్వముల 
విషయమున మానవులెల్లరును జన్మతః స్వతంత్రులును సమానులును నగుదురు. వారు 
వివేచన-అంతఃకరణ సంపన్నులగుటచే పరస్పరము భ్రాతృభావముతో వర్తింపవలయును.",te,TELUGU,Dra.DRAVIDIAN,"Dravidian,South-Central,Telugu","Dravidian,SouthDravidian,SouthDravidianII,Teluguic}",1,16,79,82581000,tel,tel,IND,Asia,Dravidian,,Telugu_language,
Thai,"มนุษย์ทั้งหลายเกิดมามี
อิสระและเสมอภาคกันในเกียรติศักด[เกียรติศักดิ์]และสิทธิ 
ต่างมีเหตุผลและมโนธรรม และควรปฏิบัติต่อกันด้วยเจตนารมณ์แห่งภราดรภาพ",th,KHORAT_THAI,TK.KAM-TAI,"Kra-Dai,Kam-Tai,Tai,Southwestern","Tai-Kadai,Kam-Tai,Daic-Beic,Daic,Central-SouthwesternTai,Wenma-SouthwesternTai,Sapa-SouthwesternTai,SouthwesternTai,SouthwesternThaiPH,Lao-Thai}",1,14.98,102.1,20715470,tha,tha,THA,Asia,Tai-Kadai,,Thai_language,
Themne,"A kom aŋfəm akəpet bɛ ŋa
 athənʌnɛ yi rʌwankom. Ɔwa aŋ ba məmari məthənʌnɛ. Ɔwa aŋ ba məfith yi 
təchemp. Chiyaŋ, aŋ yi təkə gbasi aŋkos ŋaŋ mɔ kəpa ŋa təkom.",tem,TEMNE,NC.NORTHERN_MEL,"Niger-Congo,Atlantic-Congo,Atlantic,Southern,Mel,Temne,Temne-Banta","Atlantic-Congo,Mel,NorthernMel}",1,8.6,-12.7,1870000,tne,tem,SLE,Africa,Atlantic-Congo,,Themne_language,
"Tibetan, Central","འགྲོ་བ་མིའི་རིགས་རྒྱུད་
ཡོངས་ལ་སྐྱེས་ཙམ་ཉིད་ནས་ཆེ་མཐོངས་དང༌། ཐོབ་ཐངགི་རང་དབང་འདྲ་མཉམ་དུ་ཡོད་ལ། 
ཁོང་ཚོར་རང་བྱུང་གི་བློ་རྩལ་དང་བསམ་ཚུལ་བཟང་པོ་འདོན་པའི་འོས་བབས་ཀྱང་ཡོད། 
དེ་བཞིན་ཕན་ཚུན་གཅིག་གིས་གཅིག་ལ་བུ་སྤུན་གྱི་འདུ་ཤེས་འཛིན་པའི་བྱ་སྤྱོད་
ཀྱང་ལག་ལེན་བསྟར་དགོས་པ་ཡིན༎",bo,TIBETAN_WRITTEN,ST.BODIC,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Bodish,CentralBodish,Central","Sino-Tibetan,Bodic,Bodish,EarlyOldTibetan,MiddleOldTibetan,LateOldTibetan,CentralTibetan}",1,30,91,1186020,tmo,bod,CHN,Asia,Sino-Tibetan,,Central_Tibetan,
Ticuna,"Ngẽxguma nabuxgu i 
duü̃xü̃gü rü guxü̃ma nawüxigu, rü tataxuma ya texé ya togüarü yexera 
ixĩsẽ. Rü guxü̃ma naxããẽgü rü ngẽmaca̱x rü name nixĩ na nügümaã 
namecümaxü̃ ĩ guxü̃ma ĩ duü̃xü̃gü.",tca,TIKUNA,Tic.TICUNA,Languageisolate_tca,Ticuna-Yuri},3,-4,-70.5,48580,tic,tca,PER,South America,Ticuna-Yuri,,Ticuna_language,
Tigrigna,ብመንፅር ክብርን መሰልን ኩሎም ሰባት እንትውለዱ ነፃን ማዕሪን እዮም፡፡ ምስትውዓልን ሕልናን ዝተዓደሎም ብምዃኖም ንሕድሕዶም ብሕውነታዊ መንፈስ ክተሓላለዩ ኦለዎም፡፡,ti,TIGRIGNA,AA.SEMITIC,"Afro-Asiatic,Semitic,South,Ethiopian,North","Afro-Asiatic,Semitic,WestSemitic,Ethiosemitic,Tigre-Tigrinya}",1,14.5,38.5,9849840,tig,tir,ETH,Africa,Afro-Asiatic,,Tigrigna_language,
Tiv,"I mar maor ken kpan ga, 
nan ngu a icivir man mbamkpeiyol cii. I na nan mhen man ishima i kaven 
kwagh; nahan gba keng u nana tema a orgen ken mtem u angbian a angbian.",tiv,TIV,NC.TIVOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Tivoid","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Tivoid,CentralTivoid,CentralTivoidA,Tiv-Evand,Tiv-Iyive-Otanga}",1,7.5,8.8,4300000,tiv,tiv,NGA,Africa,Atlantic-Congo,,Tiv_language,
Toba,"'Enauac na naaxat 
shiỹaxauapi na mayipi huesochiguii qataq 'eeta'a't da l'amaqchic qataq 
da 'enec qataq ỹataqta ỹaỹate'n naua lataxaco qataq nua no'o'n 
nvilỹaxaco, qaq ỹoqo'oyi iuen da i 'oonolec ỹataqta itauan ichoxoden ca 
lỹa",tob,TOBA,Gcu.QOM,"Guaykuruan,Southern","Guaicuruan,GuaicurudelSur,Qom,Pilaga-Toba}",1,-26.5,-59,31580,tob,tob,ARG,South America,Guaicuruan,,Toba_language,
"Totonac, Papantla","Wakg lakch'ixkuwin 
talakgawan nak ka'unin niti ka'akgch'apawalinit nachuna wakg takg'alhi 
ixtamaxanatkan chu tu kaminini, je'e wanp'utun xlakata wakg 
talakpuwanan, talalakgk'atsan liwakg, talakask'ini xlakata wakg 
natalamakgtaya.",top,PAPANTLA_TOTONAC,Tot.TOTONACAN,"Totonacan,Totonac","Totonacan,Totonac,CentralTotonacan,Lowland-SierraTotonacan}",3,20.33,-97.33,80000,tpa,top,MEX,North America,Totonacan,,Papantla_Totonac,
Tsonga (Mozambique),"Vanhu hin'kwavu va 
psaliwili na va khululekìle, funthsi va fana hi lisima ni tinfaneno. Và 
psaliwili ni nyiko ya ku pimisa ni ku yehleketa; hi kolahu, va fanela ku
 hanya hi moya wa umbìlu ni unghani.",ts,TSONGA,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,S,Tswa-Rhonga(S.53)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,SouthernBantu-Makua,Nguni-Tsonga,Tswa-Ronga(S.50)}",1,-24,32,6603500,tsn,tso,MOZ,Africa,Atlantic-Congo,,Tsonga_language,
Tsonga (Zimbabwe),"Vanhu hinkwavo va tswariwa
 va tshunxekile naswona va ringanile eka tifanelo na xindzhuti. Va 
havaxerile miehleketo na tshiriti kumbe ku tiva xo biha ni xta kahle 
nakambe va fanele va kombana moya wa vukwavo.",ts,TSONGA,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,S,Tswa-Rhonga(S.53)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,SouthernBantu-Makua,Nguni-Tsonga,Tswa-Ronga(S.50)}",1,-24,32,6603500,tsn,tso,MOZ,Africa,Atlantic-Congo,,Tsonga_language,
Tswana,"Batho botlhe ba tsetswe ba
 gololosegile le go lekalekana ka seriti le ditshwanelo. Ba abetswe go 
akanya le maikutlo, mme ba tshwanetse go direlana ka mowa wa 
bokaulengwe.",tn,TSWANA,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,S,Sotho-Tswana(S.31)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,SouthernBantu-Makua,Sotho-Makua-Venda,Sotho-Makua,Sotho-Tswana(S.30),Tswanaic}",1,-24,26,5815730,tsw,tsn,BWA,Africa,Atlantic-Congo,,Tswana_language,
Turkish,"Bütün insanlar hür, 
haysiyet ve haklar bakımından eşit doğarlar. Akıl ve vicdana sahiptirler
 ve birbirlerine karşı kardeşlik zihniyeti ile hareket etmelidirler.",tr,IRAN_TURKIC,Alt.TURKIC,"Turkic,Southern,Turkish","Turkic,CommonTurkic,Oghuz,NuclearOghuz,WestOghuz}	",1,39,35,82231620,tur,tur,TUR,Europe,Turkic,,Turkish_language,
Turkmen (Cyrillic),"Хемме адамлар өз
 мертебеси ве хукуклары боюнча дең ягдайда дүнйә инйәрлер. Олара аң хем 
выҗдан берлендир ве олар бир‐бирлери билен доганлык рухундакы гарайышда 
болмалыдырлар.",tk-Cyrl,TURKMEN,Alt.TURKIC,"Turkic,Southern,Turkmenian","Turkic,CommonTurkic,Oghuz,NuclearOghuz,EastOghuz}",1,40,58,7061120,tkm,tuk,TKM,Asia,Turkic,,Turkmen_language,
Turkmen (Latin),"Adamlaryň 
hemmesi azat dogulýarlar we öz mertebesi hem‐de hukuklary boýunça 
ilkibaşdan deňdirler. Olara ozal‐başdan aň, ynsap berlendir we 
biri‐birine özara doganlyk ruhunda çemeleşmek olaryň ýaraşygydyr.",tk-Latn,TURKMEN,Alt.TURKIC,"Turkic,Southern,Turkmenian","Turkic,CommonTurkic,Oghuz,NuclearOghuz,EastOghuz}",1,40,58,7061120,tkm,tuk,TKM,Asia,Turkic,,Turkmen_language,
Twi (Akuapem),"Wɔawo 
adesamma nyinaa sɛ nnipa a wɔwɔ ahofadi. Wɔn nyinaa wɔ nidi ne kyɛfa 
koro. Wɔwɔ adwene ne ahonim, na ɛsɛ sɛ wobu wɔn ho wɔn ho sɛ anuanom.",ak-akuapem,AKAN_ASANTE,NC.TANO,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Potou-Tano,Tano,Central,Akan","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,CentralTano,Akanic}",1,6.4,-1.2,8327000,akn,aka,GHA,Africa,Atlantic-Congo,,Twi_language,
Twi (Asante),"Nnipa nyinaa yɛ pɛ. Na wɔde adwene ne nyansa na abɔ obiara. Ɛno nti, ɛsɛ sɛ obiara dɔ ne yɔnko, bu ne yɔnko, di ne yɔnko ni.",ak-asante,AKAN_ASANTE,NC.TANO,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Potou-Tano,Tano,Central,Akan","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,CentralTano,Akanic}",1,6.4,-1.2,8327000,akn,aka,GHA,Africa,Atlantic-Congo,,Twi_language,
Uduk,"Aris ’kwaniny’ceshi 
’baar mo dho’thkunu ’baḵany mo dhali mmomiiya ṯu’c imonṯal ’de/ mo dhali
 mii ma ḵar/e mo. Uni mini ta gi gwo mo dhali mii mo dhali uni mini mii 
ka karambuye/ ’kup̱ ki cin tiya mo e shi/in mo dhali mii kun tanu ikam 
mo.",udu,UDUK,Kom.KOMAN,"Nilo-Saharan,Satellite-Core,Core,Koman","Koman,CentralKoman,Komo-Uduk}",1,8.23,34.42,22000,udu,,ETH,Africa,Koman,,Uduk_language,
Ukrainian,"Всі люди народжуються 
вільними і рівними у своїй гідності та правах. Вони наділені розумом і 
совістю і повинні діяти у відношенні один до одного в дусі братерства.",uk,UKRAINIAN,IE.SLAVIC,"Indo-European,Balto-Slavic,Slavic,East","Indo-European,ClassicalIndo-European,Balto-Slavic,Slavic,EastSlavic,Ukrainian-Rusyn}",1,49,33,27378480,ukr,ukr,UKR,Europe,Indo-European,,Ukrainian_language,
Umbundu,"Omanu vosi vacitiwa 
valipwa kwenda valisoka kovina vyosikwenda komoko. Ovo vakwete esunga 
kwenda, kwenda olondunge kwenje ovo vatêla okuliteywila kuvamwe kwenda 
vakwavo vesokolwilo lyocisola.",umb,UMBUNDU,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,R,Umbundu(R.11)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,SouthernNjila,Kunene}",1,-12.5,15,6980000,umb,umb,AGO,Africa,Atlantic-Congo,,Umbundu_language,
Urarina,"Ita rijiicha itolere cacha. Aihana jaun, ita belaain, naojoain neuruhine laurilaurichuru nenacaauru aina itolere cachaauru.",ura,URARINA,Urr.URARINA,Languageisolate_ura,Urarina},3,-4,-75,4850,urn,ura,PER,South America,Urarina,,Urarina_language,
Urdu,"تمام انسان آزاد اور حقوق و
 عزت کے اعتبار سے برابر پیدا ہوئے ہیں۔ انہیں ضمیر اور عقل ودیعت ہوئی ہے۔
 اس لئے انہیں ایک دوسرے کے ساتھ بھائی چارے کا سلوک کرنا چاہیئے۔",ur,URDU,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,WesternHindi,Hindustani","Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,SubcontinentalCentralIndo-Aryan,WesternHindi,Hindustani}",1,25,67,69006470,urd,urd,PAK,Asia,Indo-European,,Urdu_language,
Uyghur (Arabic),"ھەممە ئادەم
زانىدىنلا ئەركىن، ئىززەت-ھۆرمەت ۋە ھوقۇقتا باپباراۋەر بولۇپ تۇغۇلغان. 
ئۇلار ئەقىلغە ۋە ۋىجدانغا ئىگە ھەمدە بىر-بىرىگە قېرىنداشلىق مۇناسىۋىتىگە
 خاس روھ بىلەن موئامىلە قىلىشى كېرەك.",ug-Arab,UYGHUR,Alt.TURKIC,"Turkic,Eastern","Turkic,CommonTurkic,TurkestanTurkic,Uyghur-Uzbek,ModernUyghur-Uzbek,Uighur-Ili}",1,40,80,10406422,uyg,uig,CHN,Asia,Turkic,,Uyghur_language,
Uyghur (Latin),"hemme adem 
zatidinla erkin, izzet-hörmet we hoquqta babbarawer bolup tughulghan. 
ular eqilghe we wijdan'gha ige hemde bir-birige qérindashliq 
munasiwitige xas roh bilen muamile qilishi kérek.",ug-Latn,UYGHUR,Alt.TURKIC,"Turkic,Eastern","Turkic,CommonTurkic,TurkestanTurkic,Uyghur-Uzbek,ModernUyghur-Uzbek,Uighur-Ili}",1,40,80,10406422,uyg,uig,CHN,Asia,Turkic,,Uyghur_language,
Venda,"Vhathu vhoṱhe vha bebwa 
vhe na mbofholowo nahone vha tshi lingana siani ḽa tshirunzi na pfanelo.
 Vhathu vhoṱhe vho ṋewa mihumbulo na mvalo ngauralo vha tea u konou 
farana sa vhathu vhathihi.",ve,VENDA,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,S,Venda(S.21)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,SouthernBantu-Makua,Sotho-Makua-Venda}",1,-22,30,1301400,ven,ven,ZWE,Africa,Atlantic-Congo,,Venda_language,
Vietnamese (Han nom),畢哿每𠊛生𠚢調得自由吧平等𧗱人品吧權。每𡥵𠊛調得造化頒朱理智吧良心吧勤沛對處𢭲膮𥪝情朋友。,vi-Hani,VIETNAMESE,AuA.VIETIC,"Austro-Asiatic,Mon-Khmer,Viet-Muong,Vietnamese","Austroasiatic,Vietic,Viet-Muong}",1,10.5,106.5,76098160,vie,vie,VNM,Asia,Austroasiatic,,Vietnamese_language,
Vietnamese (Latin),"Tất cả mọi người sinh 
ra đều được tự do và bình đẳng về nhân phẩm và quyền. Mọi con
 người đều được tạo hoá ban cho lý trí và lương tâm và cần 
phải đối xử với nhau trong tình bằng hữu.",vi,VIETNAMESE,AuA.VIETIC,"Austro-Asiatic,Mon-Khmer,Viet-Muong,Vietnamese","Austroasiatic,Vietic,Viet-Muong}",1,10.5,106.5,76098160,vie,vie,VNM,Asia,Austroasiatic,,Vietnamese_language,
Waorani,"Tomamo waomo ekame wee anamay inani tomemo kewengi beye tomamo
neemompa noynga impa aye anobay impa wadani inanite wakeki beye
angampa.",auc,WAORANI,Wao.WAORANI,Languageisolate_auc,Waorani},3,-1,-76.5,1650,wao,auc,ECU,South America,Waorani,,Waorani_language,
Waray-Waray,"Nga an ngatanan nga mga 
tawo, nahimugso talwas ug katpong ha ira dignidad ug katdungan. Hira 
natawo dinhi ha tuna mayda konsensya ug isip ug kaangayan gud la nga an 
ira pagtagad ha tagsatagsa sugad hin magburugto.",war,WARAY_WARAY,An.GREATER_CENTRAL_PHILIPPINE,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bisayan,Central,Warayan,Samar-Waray","Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bisayan,CentralBisayan,Warayan,Samar-Waray}",1,12,125,2611110,wwy,war,PHL,Asia,Austronesian,,Waray-Waray_language,
Wayuu,"Naa wayuukana jemeishi 
süpüla taashi süma wanawa sülu'u nakua'ipa, aka müin yaa epijainjana 
sünain anajiranawaa a'in nama napüshi.",guc,WAYUU,Arw.CARIBBEAN_ARAWAKAN,"Maipurean,Northern,Maritime,Ta-Maipurean","Arawakan,CaribbeanArawakan,Guajiro-Paraujano}",1,12,-72,416000,goa,guc,COL,South America,Arawakan,,Wayuu_language,
Wolof,"Doomi aadama yépp danuy 
juddu, yam ci tawfeex ci sag ak sañ-sañ. Nekk na it ku xam dëgg te ànd 
na ak xelam, te war naa jëflante ak nawleen, te teg ko ci wàllu mbokk.",wo,WOLOF,NC.WOLOF,"Niger-Congo,Atlantic-Congo,Atlantic,Northern,Senegambian,Fula-Wolof,Wolof","Atlantic-Congo,North-CentralAtlantic,Wolof-BKK,Wolofic}",2,15.25,-16,5926290,wlf,wol,SEN,Africa,Atlantic-Congo,,Wolof_language,
Xhosa,"Bonke abantu bazalwa 
bekhululekile belingana ngesidima nangokweemfanelo. Bonke abantu 
banesiphiwo sesazela nesizathu sokwenza isenzo ongathanda ukuba senziwe 
kumzalwane wakho.",xh,MPONDO,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,S,Nguni(S.41)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,SouthernBantu-Makua,Nguni-Tsonga,Nguni(S.40),SouthernNdebele-Lowland,Zulu-Xhosa}",1,-32,27,8183300,xho,xho,ZAF,Africa,Atlantic-Congo,,Xhosa_language,
Yagua,"Ne sarupay nijyami 
cumudeju darvantyamuy javatyasjiu. Jachipiyadati mirvara samirva, 
mirvamuy ne samirva. Ramunltiy sarivichanichara samirvariy jityunu 
vichavay.",yad,YAGUA,PY.PEBA-YAGUAN,Yaguan,Peba-Yagua},3,-3.5,-72,5300,yag,yad,PER,South America,Peba-Yagua,,Yagua_language,
Yao,"Wandu wosope akasapagwa 
ni ufulu ni uchimbichimbi wakulandana. Asapagwa ni lunda, 
niwakupakombola ganisya, m'yoyo kukusosekwa kuti mundu jwalijose 
am'woneje mundu jwimwe mpela mlongomjakwe.",yao,CIYAWO,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,P,Yao(P.21)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Rufiji-Ruvuma,Ruvuma,Yaoic}",1,-14.5,35.5,3728000,yao,yao,MWI,Africa,Atlantic-Congo,,Yao_language,
Yoruba,"Gbogbo ènìyàn ni a bí ní 
òmìnira; iyì àti ẹ̀tọ́ kọ̀ọ̀kan sì dọ́gba. Wọ́n ní ẹ̀bùn ti làákàyè àti 
ti ẹ̀rí‐ọkàn, ó sì yẹ kí wọn ó máa hùwà sí ara wọn gẹ́gẹ́ bí ọmọ ìyá.",yo,OKA,NC.DEFOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Defoid,Yoruboid,Edekiri","Atlantic-Congo,Volta-Congo,Benue-Congo,Defoid,Yoruboid,Edekiri,Ede,EasternEde,SoutheasternEde,NuclearYoruba,Lucumi-Yoruba}",1,7.95,5.68,41007660,yor,yor,NGA,Africa,Atlantic-Congo,,Yoruba_language,
"Yukaghir, Northern","Көдэҥ тэн - ньидитэ 
бандьэ параԝааньэрэҥ тудэ чуҥдэн ньилдьилэк эннулҥинь-мэдьуолнуни. Көдэҥ
 энмун чундэ мэ льэй, таатльэр лукундьии ньинэмдьийилпэ дитэ 
эннуйуол-мораԝньэҥи.",ykg,NORTHERN_YUKAGHIR,Yka.YUKAGHIR,Yukaghir,Yukaghir},1,69,155,370,ytu,ykg,RUS,Asia,Yukaghir,,Tundra_Yukaghir_language,
Yuracare,"Mammui sehuepshëuja, 
bëchuta lëtta shunñeja calibajti dulaniti lijutishcutase, cürús imbëtëya
 ibaau. Achuta emejmesh pujti tandyuju ana buibu.",yuz,YURACARE,Yur.YURACARE,Languageisolate_yuz,Yurakare},3,-16.58,-65.25,1810,yrc,yuz,BOL,South America,Yurakare,,Yuracare_language,
